,index,entity_id,event_type,event,time,pathway,run_number,timestamp,resource_id,rank,snapshot_time
38,18,5,resource_use,start_treatment,12.5707353955924,,,,5.0,3.0,16
39,21,6,resource_use,start_treatment,12.72932378995942,,,,1.0,4.0,16
40,24,7,resource_use,start_treatment,12.870196403555036,,,,2.0,5.0,16
41,10,3,resource_use,start_treatment,9.5779392076805,,,,3.0,1.0,17
42,13,4,resource_use,start_treatment,9.750814007077253,,,,4.0,2.0,17
43,18,5,resource_use,start_treatment,12.5707353955924,,,,5.0,3.0,17
44,21,6,resource_use,start_treatment,12.72932378995942,,,,1.0,4.0,17
45,24,7,resource_use,start_treatment,12.870196403555036,,,,2.0,5.0,17
46,26,8,queue,wait_here,16.332851109322654,,,,,1.0,17
47,13,4,resource_use,depart,9.750814007077253,,,,4.0,2.0,18
48,18,5,resource_use,depart,12.5707353955924,,,,5.0,3.0,18
49,10,3,resource_use,start_treatment,9.5779392076805,,,,3.0,1.0,18
50,21,6,resource_use,start_treatment,12.72932378995942,,,,1.0,2.0,18
51,24,7,resource_use,start_treatment,12.870196403555036,,,,2.0,3.0,18
52,29,8,resource_use,start_treatment,17.624208836652507,,,,5.0,4.0,18
53,10,3,resource_use,start_treatment,9.5779392076805,,,,3.0,1.0,19
54,21,6,resource_use,start_treatment,12.72932378995942,,,,1.0,2.0,19
55,24,7,resource_use,start_treatment,12.870196403555036,,,,2.0,3.0,19
56,29,8,resource_use,start_treatment,17.624208836652507,,,,5.0,4.0,19
57,34,9,resource_use,start_treatment,18.7960224346458,,,,4.0,5.0,19
58,36,10,queue,wait_here,18.97917696942618,,,,,1.0,19
59,10,3,resource_use,depart,9.5779392076805,,,,3.0,1.0,20
60,21,6,resource_use,start_treatment,12.72932378995942,,,,1.0,1.0,20
61,24,7,resource_use,start_treatment,12.870196403555036,,,,2.0,2.0,20
62,29,8,resource_use,start_treatment,17.624208836652507,,,,5.0,3.0,20
63,34,9,resource_use,start_treatment,18.7960224346458,,,,4.0,4.0,20
64,39,10,resource_use,start_treatment,19.358540372411305,,,,3.0,5.0,20
65,29,8,resource_use,depart,17.624208836652507,,,,5.0,3.0,21
66,34,9,resource_use,depart,18.7960224346458,,,,4.0,4.0,21
67,21,6,resource_use,start_treatment,12.72932378995942,,,,1.0,1.0,21
68,24,7,resource_use,start_treatment,12.870196403555036,,,,2.0,2.0,21
69,39,10,resource_use,start_treatment,19.358540372411305,,,,3.0,3.0,21
70,46,11,resource_use,start_treatment,20.7815755201665,,,,4.0,4.0,21
71,24,7,resource_use,depart,12.870196403555036,,,,2.0,2.0,22
72,21,6,resource_use,start_treatment,12.72932378995942,,,,1.0,1.0,22
73,39,10,resource_use,start_treatment,19.358540372411305,,,,3.0,2.0,22
74,46,11,resource_use,start_treatment,20.7815755201665,,,,4.0,3.0,22
75,21,6,resource_use,depart,12.72932378995942,,,,1.0,1.0,23
76,39,10,resource_use,start_treatment,19.358540372411305,,,,3.0,1.0,23
77,46,11,resource_use,start_treatment,20.7815755201665,,,,4.0,2.0,23
78,39,10,resource_use,start_treatment,19.358540372411305,,,,3.0,1.0,24
79,46,11,resource_use,start_treatment,20.7815755201665,,,,4.0,2.0,24
80,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,3.0,24
81,46,11,resource_use,depart,20.7815755201665,,,,4.0,2.0,25
82,39,10,resource_use,start_treatment,19.358540372411305,,,,3.0,1.0,25
83,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,2.0,25
84,39,10,resource_use,start_treatment,19.358540372411305,,,,3.0,1.0,26
85,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,2.0,26
86,39,10,resource_use,depart,19.358540372411305,,,,3.0,1.0,27
87,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,1.0,27
88,60,13,resource_use,start_treatment,26.952287948082674,,,,2.0,2.0,27
89,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,1.0,28
90,60,13,resource_use,start_treatment,26.952287948082674,,,,2.0,2.0,28
91,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,1.0,29
92,60,13,resource_use,start_treatment,26.952287948082674,,,,2.0,2.0,29
93,63,14,resource_use,start_treatment,28.263880256008676,,,,1.0,3.0,29
94,60,13,resource_use,depart,26.952287948082674,,,,2.0,2.0,30
95,63,14,resource_use,depart,28.263880256008676,,,,1.0,3.0,30
96,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,1.0,30
97,66,15,resource_use,start_treatment,29.170519634605206,,,,4.0,2.0,30
98,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,3.0,30
99,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,1.0,31
100,66,15,resource_use,start_treatment,29.170519634605206,,,,4.0,2.0,31
101,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,3.0,31
102,76,17,resource_use,start_treatment,30.307144615673955,,,,1.0,4.0,31
103,53,12,resource_use,start_treatment,23.276347419793748,,,,5.0,1.0,32
104,66,15,resource_use,start_treatment,29.170519634605206,,,,4.0,2.0,32
105,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,3.0,32
106,76,17,resource_use,start_treatment,30.307144615673955,,,,1.0,4.0,32
107,79,18,resource_use,start_treatment,31.724125870506207,,,,2.0,5.0,32
108,53,12,resource_use,depart,23.276347419793748,,,,5.0,1.0,33
109,66,15,resource_use,start_treatment,29.170519634605206,,,,4.0,1.0,33
110,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,2.0,33
111,76,17,resource_use,start_treatment,30.307144615673955,,,,1.0,3.0,33
112,79,18,resource_use,start_treatment,31.724125870506207,,,,2.0,4.0,33
113,84,19,resource_use,start_treatment,32.64630254302115,,,,5.0,5.0,33
114,66,15,resource_use,start_treatment,29.170519634605206,,,,4.0,1.0,34
115,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,2.0,34
116,76,17,resource_use,start_treatment,30.307144615673955,,,,1.0,3.0,34
117,79,18,resource_use,start_treatment,31.724125870506207,,,,2.0,4.0,34
118,84,19,resource_use,start_treatment,32.64630254302115,,,,5.0,5.0,34
119,86,20,queue,wait_here,33.333969265896734,,,,,1.0,34
120,76,17,resource_use,depart,30.307144615673955,,,,1.0,3.0,35
121,79,18,resource_use,depart,31.724125870506207,,,,2.0,4.0,35
122,66,15,resource_use,start_treatment,29.170519634605206,,,,4.0,1.0,35
123,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,2.0,35
124,84,19,resource_use,start_treatment,32.64630254302115,,,,5.0,3.0,35
125,89,20,resource_use,start_treatment,34.429368102264775,,,,2.0,4.0,35
126,66,15,resource_use,start_treatment,29.170519634605206,,,,4.0,1.0,36
127,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,2.0,36
128,84,19,resource_use,start_treatment,32.64630254302115,,,,5.0,3.0,36
129,89,20,resource_use,start_treatment,34.429368102264775,,,,2.0,4.0,36
130,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,5.0,36
131,66,15,resource_use,depart,29.170519634605206,,,,4.0,1.0,37
132,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,1.0,37
133,84,19,resource_use,start_treatment,32.64630254302115,,,,5.0,2.0,37
134,89,20,resource_use,start_treatment,34.429368102264775,,,,2.0,3.0,37
135,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,4.0,37
136,84,19,resource_use,depart,32.64630254302115,,,,5.0,2.0,38
137,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,1.0,38
138,89,20,resource_use,start_treatment,34.429368102264775,,,,2.0,2.0,38
139,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,3.0,38
140,99,22,resource_use,start_treatment,37.75920348034559,,,,4.0,4.0,38
141,69,16,resource_use,start_treatment,29.529784143354313,,,,3.0,1.0,39
142,89,20,resource_use,start_treatment,34.429368102264775,,,,2.0,2.0,39
143,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,3.0,39
144,99,22,resource_use,start_treatment,37.75920348034559,,,,4.0,4.0,39
145,69,16,resource_use,depart,29.529784143354313,,,,3.0,1.0,40
146,89,20,resource_use,start_treatment,34.429368102264775,,,,2.0,1.0,40
147,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,2.0,40
148,99,22,resource_use,start_treatment,37.75920348034559,,,,4.0,3.0,40
149,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,4.0,40
150,89,20,resource_use,start_treatment,34.429368102264775,,,,2.0,1.0,41
151,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,2.0,41
152,99,22,resource_use,start_treatment,37.75920348034559,,,,4.0,3.0,41
153,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,4.0,41
154,89,20,resource_use,depart,34.429368102264775,,,,2.0,1.0,42
155,99,22,resource_use,depart,37.75920348034559,,,,4.0,3.0,42
156,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,1.0,42
157,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,2.0,42
158,94,21,resource_use,start_treatment,35.09179863028182,,,,1.0,1.0,43
159,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,2.0,43
160,113,24,resource_use,start_treatment,42.19550433972148,,,,3.0,3.0,43
161,94,21,resource_use,depart,35.09179863028182,,,,1.0,1.0,44
162,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,1.0,44
163,113,24,resource_use,start_treatment,42.19550433972148,,,,3.0,2.0,44
164,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,1.0,45
165,113,24,resource_use,start_treatment,42.19550433972148,,,,3.0,2.0,45
166,118,25,resource_use,start_treatment,44.439583642636336,,,,2.0,3.0,45
167,113,24,resource_use,depart,42.19550433972148,,,,3.0,2.0,46
168,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,1.0,46
169,118,25,resource_use,start_treatment,44.439583642636336,,,,2.0,2.0,46
170,121,26,resource_use,start_treatment,45.0814560247084,,,,4.0,3.0,46
171,124,27,resource_use,start_treatment,45.79018305009132,,,,1.0,4.0,46
172,118,25,resource_use,depart,44.439583642636336,,,,2.0,2.0,47
173,121,26,resource_use,depart,45.0814560247084,,,,4.0,3.0,47
174,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,1.0,47
175,124,27,resource_use,start_treatment,45.79018305009132,,,,1.0,2.0,47
176,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,3.0,47
177,106,23,resource_use,start_treatment,39.92736933627597,,,,5.0,1.0,48
178,124,27,resource_use,start_treatment,45.79018305009132,,,,1.0,2.0,48
179,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,3.0,48
180,106,23,resource_use,depart,39.92736933627597,,,,5.0,1.0,49
181,124,27,resource_use,start_treatment,45.79018305009132,,,,1.0,1.0,49
182,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,2.0,49
183,124,27,resource_use,start_treatment,45.79018305009132,,,,1.0,1.0,50
184,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,2.0,50
185,124,27,resource_use,start_treatment,45.79018305009132,,,,1.0,1.0,51
186,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,2.0,51
187,124,27,resource_use,start_treatment,45.79018305009132,,,,1.0,1.0,52
188,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,2.0,52
189,124,27,resource_use,depart,45.79018305009132,,,,1.0,1.0,53
190,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,1.0,53
191,129,28,resource_use,start_treatment,46.12489584232275,,,,3.0,1.0,54
192,129,28,resource_use,depart,46.12489584232275,,,,3.0,1.0,55
193,140,29,resource_use,start_treatment,54.11640838469243,,,,4.0,1.0,55
194,145,30,resource_use,start_treatment,54.684487787894085,,,,2.0,2.0,55
195,140,29,resource_use,start_treatment,54.11640838469243,,,,4.0,1.0,56
196,145,30,resource_use,start_treatment,54.684487787894085,,,,2.0,2.0,56
197,148,31,resource_use,start_treatment,55.40717223376391,,,,5.0,3.0,56
198,145,30,resource_use,depart,54.684487787894085,,,,2.0,2.0,57
199,140,29,resource_use,start_treatment,54.11640838469243,,,,4.0,1.0,57
200,148,31,resource_use,start_treatment,55.40717223376391,,,,5.0,2.0,57
201,140,29,resource_use,start_treatment,54.11640838469243,,,,4.0,1.0,58
202,148,31,resource_use,start_treatment,55.40717223376391,,,,5.0,2.0,58
203,153,32,resource_use,start_treatment,57.57382250350713,,,,1.0,3.0,58
204,140,29,resource_use,start_treatment,54.11640838469243,,,,4.0,1.0,59
205,148,31,resource_use,start_treatment,55.40717223376391,,,,5.0,2.0,59
206,153,32,resource_use,start_treatment,57.57382250350713,,,,1.0,3.0,59
207,140,29,resource_use,start_treatment,54.11640838469243,,,,4.0,1.0,60
208,148,31,resource_use,start_treatment,55.40717223376391,,,,5.0,2.0,60
209,153,32,resource_use,start_treatment,57.57382250350713,,,,1.0,3.0,60
